x,y
-0.5877846,-0.8090175
-0.80901885,-0.58778274
-0.95105636,-0.30901754
-1.0,3.3657375e-06
-0.9510566,0.30901667
-0.80901486,0.58778816
-0.5877853,0.80901694
-0.30902055,0.95105535
1.9079809e-07,1.0
0.30901366,0.9510576
0.5877856,0.8090167
0.8090151,0.58778787
0.9510567,0.30901632
1.0,2.9841412e-06
0.95105624,-0.3090179
0.8090186,-0.58778304
0.5877843,-0.8090177
0.30901936,-0.95105577
-1.4703138e-06,-1.0
-0.3090149,-0.9510572
-0.5877867,-0.809016
-0.80901587,-0.58778685
-0.95105714,-0.3090151
-1.0,-1.7046257e-06
-0.9510558,0.30901912
-0.80901784,0.58778405
-0.5877832,0.80901843
-0.30901814,0.9510561
2.7498295e-06,1.0
0.3090161,0.9510568
0.5877877,0.8090152
0.8090166,0.5877858
0.95105755,0.3090139
1.0,4.2511e-07
0.9510554,-0.30902034
0.8090171,-0.5877851
0.5877822,-0.8090192
0.3090169,-0.95105654
3.6000495e-06,-1.0
-0.30901733,-0.9510564
-0.58778256,-0.80901897
-0.80901736,-0.58778477
-0.9510556,-0.30901992
-1.0,8.544057e-07
-0.9510574,0.3090143
-0.80901635,0.58778614
-0.58778733,0.80901545
-0.3090157,0.95105696
-2.3205337e-06,1.0
0.30901852,0.951056
0.5877836,0.8090182
0.8090181,0.58778375
0.95105594,0.3090187
1.0,-2.1339213e-06
0.951057,-0.3090155
0.8090156,-0.5877872
0.5877863,-0.8090162
0.30901447,-0.9510573
1.0410181e-06,-1.0
-0.30901974,-0.95105565
-0.5877846,-0.8090175
-0.80901885,-0.5877827
-0.95105636,-0.3090175
-1.0,3.413437e-06
-0.9510566,0.30901673
-0.80901486,0.5877882
-0.58778524,0.809017
-0.30902052,0.95105535
2.3849762e-07,1.0
0.30901372,0.95105755
0.58778566,0.8090167
0.8090151,0.5877878
0.9510567,0.3090163
1.0,2.936442e-06
0.9510562,-0.30901796
0.80901855,-0.5877831
0.58778423,-0.8090177
0.3090193,-0.95105577
-1.5180133e-06,-1.0
-0.30901495,-0.9510572
-0.5877867,-0.8090159
-0.80901587,-0.5877868
-0.95105714,-0.30901507
-1.0,-1.6569261e-06
-0.9510558,0.30901918
-0.80901784,0.5877841
-0.5877832,0.8090185
-0.30901808,0.9510562
2.7975289e-06,1.0
0.30901614,0.9510568
0.58778775,0.8090152
0.80901664,0.5877858
0.95105755,0.30901384
1.0,3.7741046e-07
0.9510554,-0.30902037
0.80901706,-0.5877851
0.58778834,-0.80901474
0.30901685,-0.95105654
3.5523499e-06,-1.0
-0.30901736,-0.9510564
-0.58778256,-0.8090189
-0.80901736,-0.5877847
-0.9510556,-0.3090199
-1.0,9.021052e-07
-0.9510574,0.30901435
-0.8090163,0.5877862
-0.5877873,0.8090155
-0.30901566,0.95105696
-2.2728343e-06,1.0
0.30901858,0.951056
0.58778363,0.8090182
0.80901814,0.5877837
0.95105594,0.30901867
1.0,-2.1816209e-06
0.95105696,-0.30901557
0.8090156,-0.5877872
0.58778626,-0.8090163
0.30901444,-0.9510574
9.933185e-07,-1.0
-0.3090198,-0.9510556
-0.58778465,-0.8090174
-0.80901885,-0.5877827
-0.95105636,-0.30901745
-1.0,3.4611367e-06
-0.9510566,0.3090168
-0.8090148,0.5877883
-0.58778524,0.809017
-0.30902046,0.9510554
2.8619712e-07,1.0
0.30901375,0.95105755
0.58778566,0.8090167
0.80901515,0.5877878
0.9510568,0.30901623
1.0,2.8887423e-06
0.9510562,-0.309018
0.80901855,-0.5877831
0.5877842,-0.8090178
0.30901927,-0.95105577
-1.5657128e-06,-1.0
-0.30901498,-0.9510572
-0.58778673,-0.8090159
-0.80901587,-0.58778673
-0.95105714,-0.309015
-1.0,-1.6092266e-06
-0.9510558,0.3090192
-0.8090178,0.5877842
-0.58778316,0.8090185
-0.30901805,0.9510562
2.8452284e-06,1.0
0.3090162,0.9510568
0.58778775,0.80901515
0.80901664,0.5877857
0.95105755,0.3090138
1.0,3.2971096e-07
0.9510554,-0.30902043
0.80901706,-0.5877852
0.5877883,-0.8090148
0.30901682,-0.9510566
3.5046503e-06,-1.0
-0.30901742,-0.95105636
-0.5877826,-0.8090189
-0.8090174,-0.5877847
-0.9510556,-0.30901983
-1.0,9.4980476e-07
-0.9510574,0.30901438
-0.8090163,0.58778626
-0.5877873,0.8090155
-0.3090156,0.95105696
-2.2251347e-06,1.0
0.30901864,0.951056
0.58778363,0.80901814
0.80901814,0.58778363
0.951056,0.3090186
1.0,-2.2293204e-06
0.95105696,-0.3090156
0.8090155,-0.5877873
0.58778006,-0.80902076
0.30902165,-0.951055
9.4561904e-07,-1.0
-0.30901983,-0.9510556
-0.58779085,-0.8090129
-0.80901444,-0.5877888
-0.95105636,-0.30901742
-1.0,3.508836e-06
-0.9510542,0.3090241
-0.80901927,0.58778214
-0.5877852,0.80901706
-0.30901316,0.95105773
-7.2954977e-06,1.0
0.3090138,0.95105755
0.5877857,0.80901664
0.8090197,0.5877816
0.9510544,0.30902344
1.0,2.8410427e-06
0.9510562,-0.30901805
0.809014,-0.58778936
0.5877903,-0.8090133
0.3090192,-0.9510558
-1.6134123e-06,-1.0
-0.30902228,-0.9510548
-0.5877806,-0.8090204
-0.8090159,-0.58778673
-0.9510572,-0.30901498
-1.0,6.0678676e-06
-0.95105815,0.309012
-0.8090178,0.5877842
-0.5877831,0.80901855
-0.30901074,0.95105857
-4.7364665e-06,1.0
0.30901623,0.9510568
0.5877878,0.80901515
0.8090212,0.5877795
0.9510552,0.30902103
1.0,2.8201143e-07
0.9510554,-0.3090205
0.80901253,-0.5877914
0.5877883,-0.8090148
0.30901676,-0.9510566
-4.172444e-06,-1.0
-0.3090102,-0.95105875
-0.5877827,-0.80901885
-0.8090174,-0.58778465
-0.951058,-0.30901253
-1.0,-6.6318903e-06
-0.9510574,0.30901444
-0.8090163,0.58778626
-0.5877811,0.80902004
-0.3090228,0.95105463
-2.1774351e-06,1.0
0.30901867,0.95105594
0.5877899,0.80901366
0.8090137,0.5877898
0.951056,0.30901858
1.0,-2.27702e-06
0.9510546,-0.3090229
0.80902,-0.58778113
0.5877862,-0.8090163
0.30901435,-0.9510574
-6.731475e-06,-1.0
-0.30901262,-0.9510579
-0.5877847,-0.80901736
-0.8090189,-0.58778256
-0.95105875,-0.30901012
-1.0,-4.072859e-06
-0.95105654,0.30901688
-0.80901474,0.58778834
-0.5877913,0.8090126
-0.30902037,0.9510554
3.8159618e-07,1.0
0.30902112,0.95105517
0.5877796,0.8090211
0.8090152,0.58778775
0.9510568,0.30901614
1.0,-4.836051e-06
0.9510585,-0.30901083
0.8090185,-0.5877832
0.5877841,-0.80901784
0.3090119,-0.95105815
5.9682825e-06,-1.0
-0.30901507,-0.95105714
-0.5877868,-0.80901587
-0.80902046,-0.58778054
-0.9510548,-0.3090222
-1.0,-1.5138276e-06
-0.95105577,0.3090193
-0.80901325,0.5877904
-0.58778924,0.8090141
-0.30901796,0.9510562
2.9406276e-06,1.0
0.30902353,0.9510544
0.58778167,0.8090196
0.8090167,0.58778566
0.9510576,0.30901372
1.0,-7.395083e-06
0.95105773,-0.30901328
0.809017,-0.58778524
0.587782,-0.8090193
0.30902398,-0.9510542
3.4092513e-06,-1.0
-0.3090175,-0.95105636
-0.5877889,-0.8090144
-0.80901295,-0.5877908
-0.95105565,-0.30901974
-1.0,1.0452038e-06
-0.951055,0.30902174
-0.8090207,0.5877801
-0.5877872,0.8090156
-0.3090155,0.951057
5.499659e-06,1.0
0.30901146,0.9510583
0.58778375,0.8090181
0.8090182,0.5877836
0.9510584,0.30901128
1.0,5.304675e-06
0.95105696,-0.3090157
0.80901545,-0.58778733
0.58778,-0.8090208
0.30902156,-0.95105505
8.5022e-07,-1.0
-0.30901992,-0.9510556
-0.58779097,-0.80901283
-0.8090145,-0.5877887
-0.9510564,-0.30901733
-1.0,3.6042352e-06
-0.95105416,0.30902418
-0.8090192,0.5877822
-0.5877851,0.8090171
-0.30901307,0.9510578
-7.200099e-06,1.0
0.3090139,0.9510575
0.5877858,0.8090166
0.8090197,0.5877815
0.95105445,0.30902335
1.0,2.7456438e-06
0.9510561,-0.30901814
0.80901396,-0.5877894
0.58779025,-0.80901337
0.30901912,-0.9510558
-1.7088114e-06,-1.0
-0.30902237,-0.95105475
-0.58778065,-0.80902034
-0.809016,-0.5877867
-0.9510572,-0.3090149
-1.0,6.1632663e-06
-0.9510581,0.3090121
-0.8090177,0.5877843
-0.58778304,0.8090186
-0.30901065,0.95105857
-4.6410673e-06,1.0
0.30901632,0.9510567
0.58778787,0.8090151
0.80902123,0.58777946
0.9510552,0.3090209
1.0,1.8661238e-07
0.95105535,-0.30902058
0.8090214,-0.58777916
0.58778816,-0.80901486
0.30901667,-0.9510566
-4.2678425e-06,-1.0
-0.3090103,-0.9510587
-0.58778274,-0.8090188
-0.8090175,-0.5877846
-0.951058,-0.30901244
-1.0,-6.536491e-06
-0.9510573,0.30901453
-0.8090162,0.5877863
-0.58778095,0.8090201
-0.30902272,0.95105463
-2.0820362e-06,1.0
0.30901876,0.95105594
0.58778995,0.8090136
0.8090137,0.5877897
0.951056,0.3090185
1.0,-2.372419e-06
0.9510546,-0.309023
0.8090199,-0.5877812
0.58778614,-0.80901635
0.30901426,-0.95105743
-6.826874e-06,-1.0
-0.3090127,-0.9510579
-0.5877848,-0.8090173
-0.80901897,-0.5877825
-0.9510588,-0.30901003
-1.0,-3.97746e-06
-0.95105654,0.30901697
-0.8090147,0.5877884
-0.58779126,0.80901265
-0.30902028,0.95105547
4.7699524e-07,1.0
0.3090212,0.95105517
0.5877797,0.80902106
0.8090153,0.5877876
0.95105684,0.30901605
1.0,-4.9314503e-06
0.9510585,-0.30901092
0.80901843,-0.5877833
0.58778405,-0.8090179
0.30901182,-0.9510582
5.872884e-06,-1.0
-0.30901515,-0.95105714
-0.58778685,-0.8090158
-0.8090205,-0.5877804
-0.9510549,-0.3090221
-1.0,-1.4184285e-06
-0.95105577,0.3090194
-0.8090132,0.5877905
-0.5877892,0.80901414
-0.30901787,0.95105624
3.0360266e-06,1.0
0.30902362,0.95105433
0.5877817,0.80901957
0.80901676,0.58778554
0.9510576,0.30901363
1.0,-7.4904815e-06
0.9510577,-0.30901337
0.80901694,-0.58778536
0.58778197,-0.8090194
0.3090239,-0.9510543
3.3138522e-06,-1.0
-0.3090176,-0.9510563
-0.58778894,-0.8090143
-0.809013,-0.5877907
-0.95105565,-0.30901965
-1.0,1.1406028e-06
-0.95105493,0.30902183
-0.80902064,0.58778024
-0.5877871,0.80901563
-0.30901542,0.951057
5.5950577e-06,1.0
0.30901155,0.95105827
0.5877838,0.809018
0.80901825,0.5877835
0.9510584,0.3090112
1.0,5.209276e-06
0.9510569,-0.30901578
0.8090154,-0.5877874
0.5877799,-0.8090209
0.30902147,-0.95105505
7.548209e-07,-1.0
-0.30902,-0.9510555
-0.587791,-0.80901283
-0.80901456,-0.58778864
-0.9510564,-0.3090172
-1.0,3.6996341e-06
-0.95105886,0.30900976
-0.80901915,0.58778226
-0.587785,0.8090172
-0.30901298,0.9510578
-7.1046998e-06,1.0
0.309014,0.9510575
0.5877859,0.8090165
0.80901974,0.5877814
0.95105445,0.30902326
1.0,2.6502446e-06
0.9510561,-0.30901822
0.8090139,-0.5877895
0.5877902,-0.8090134
0.30901903,-0.9510559
-1.8042105e-06,-1.0
-0.30902246,-0.95105475
-0.5877808,-0.8090203
-0.80901605,-0.58778656
-0.95105726,-0.3090148
-1.0,6.2586655e-06
-0.9510581,0.30901217
-0.80901766,0.58778435
-0.587783,0.8090187
-0.30901057,0.9510586
-4.5456686e-06,1.0
0.3090164,0.9510567
0.5877879,0.80901504
0.8090213,0.58777934
0.9510553,0.30902082
1.0,9.121334e-08
0.95105535,-0.30902067
0.80902135,-0.5877792
0.5877881,-0.8090149
0.3090166,-0.95105666
-4.3632417e-06,-1.0
-0.3090104,-0.9510587
-0.5877828,-0.8090188
-0.80901754,-0.58778447
-0.95105803,-0.30901235
-1.0,-6.4410924e-06
-0.9510573,0.30901462
-0.80901617,0.58778644
-0.5877809,0.80902016
-0.30902264,0.9510547
-1.986637e-06,1.0
0.30901885,0.9510559
0.58779,0.80901355
0.8090138,0.58778965
0.95105606,0.3090184
1.0,-2.467818e-06
0.9510545,-0.30902308
0.80901986,-0.5877813
0.587786,-0.8090164
0.30901417,-0.95105743
-6.9222733e-06,-1.0
-0.30901283,-0.95105785
-0.5877849,-0.80901724
-0.809019,-0.58778244
-0.9510588,-0.3090099
-1.0,-3.882061e-06
-0.9510565,0.30901706
-0.8090146,0.58778846
-0.58779114,0.8090127
-0.3090202,0.95105547
5.7239424e-07,1.0
0.3090213,0.9510551
0.58777976,0.809021
0.80901533,0.58778757
0.95105684,0.30901596
1.0,-5.0268495e-06
0.95105845,-0.309011
0.8090184,-0.58778334
0.58778393,-0.80901796
0.30901173,-0.9510582
5.7774846e-06,-1.0
-0.30901524,-0.9510571
-0.587787,-0.80901575
-0.8090206,-0.58778036
-0.9510549,-0.309022
-1.0,-1.3230294e-06
-0.9510557,0.30901948
-0.8090131,0.58779055
-0.5877891,0.8090142
-0.30901778,0.95105624
3.1314255e-06,1.0
0.3090237,0.95105433
0.58778185,0.8090195
0.8090168,0.5877855
0.9510576,0.30901352
1.0,-7.5858807e-06
0.9510577,-0.30901346
0.8090169,-0.5877854
0.5877819,-0.80901945
0.3090238,-0.9510543
3.2184532e-06,-1.0
-0.3090177,-0.9510563
-0.587789,-0.80901426
-0.80901307,-0.5877906
-0.9510557,-0.30901957
-1.0,1.2360018e-06
-0.95105493,0.30902192
-0.8090206,0.5877803
-0.58778703,0.8090157
-0.30901533,0.9510571
5.690457e-06,1.0
0.30901164,0.95105827
0.5877839,0.80901796
0.8090183,0.5877834
0.95105845,0.3090111
1.0,5.113877e-06
0.9510569,-0.30901587
0.8090154,-0.5877875
0.5877798,-0.80902094
0.30902138,-0.9510551
6.594219e-07,-1.0
-0.3090201,-0.9510555
-0.5877911,-0.8090128
-0.8090146,-0.5877886
-0.9510565,-0.30901712
-1.0,3.7950333e-06
-0.95105886,0.30900985
-0.8090191,0.5877824
-0.58778495,0.8090172
-0.3090129,0.95105785
-7.0093006e-06,1.0
0.30901408,0.9510575
0.58778596,0.80901647
0.8090198,0.58778137
0.9510545,0.30902317
1.0,2.5548457e-06
0.95105606,-0.3090183
0.80901384,-0.58778954
0.5877901,-0.8090135
0.30901894,-0.9510559
-1.8996095e-06,-1.0
-0.30902255,-0.9510547
-0.58778083,-0.8090202
-0.8090161,-0.5877865
-0.95105726,-0.3090147
-1.0,6.3540647e-06
-0.95105803,0.30901226
-0.8090176,0.5877844
-0.58778286,0.80901873
-0.30901048,0.9510586
-4.4502694e-06,1.0
0.30901653,0.95105666
0.58778805,0.809015
0.80902135,0.5877793
0.9510553,0.30902073
1.0,-4.185707e-09
0.9510553,-0.30902076
0.80902135,-0.5877793
0.58778805,-0.809015
0.3090165,-0.95105666
-4.458641e-06,-1.0
-0.30901048,-0.9510586
-0.5877829,-0.80901873
-0.8090176,-0.5877844
-0.95105803,-0.30901226
-1.0,-6.3456932e-06
-0.95105255,0.30902922
-0.8090161,0.5877865
-0.5877932,0.8090112
-0.30900803,0.9510594
-1.8912381e-06,1.0
0.30900443,0.9510606
0.5877901,0.8090135
0.80901384,0.58778954
0.95106083,0.3090038
1.0,-2.563217e-06
0.9510592,-0.30900866
0.80901086,-0.5877937
0.58778596,-0.80901647
0.3090286,-0.9510527
-7.017672e-06,-1.0
-0.30901292,-0.95105785
-0.5877973,-0.80900824
-0.8090191,-0.5877823
-0.95105416,-0.30902433
-1.0,1.1472127e-05
-0.9510565,0.30901715
-0.80902356,0.58777624
-0.58777875,0.8090217
-0.3090201,0.9510555
-1.4590995e-05,1.0
0.30902138,0.9510551
0.5877798,0.80902094
0.80902433,0.5877752
0.9510569,0.30901587
1.0,1.013654e-05
0.95105374,-0.30902562
0.8090183,-0.58778346
0.5877962,-0.809009
0.30901164,-0.95105827
5.6820854e-06,-1.0
-0.30902985,-0.95105237
-0.58778703,-0.8090157
-0.80901164,-0.58779263
-0.95105964,-0.3090074
-1.0,-1.2276305e-06
-0.9510604,0.30900505
-0.80901307,0.58779067
-0.587789,0.80901426
-0.30900317,0.951061
3.2268247e-06,1.0
0.3090093,0.95105904
0.58779424,0.80901045
0.8090169,0.5877854
0.95105296,0.30902794
1.0,-7.681279e-06
0.9510576,-0.30901355
0.80902576,-0.58777314
0.5877818,-0.8090195
0.3090237,-0.95105433
-1.2135735e-05,-1.0
-0.30901778,-0.95105624
-0.5877768,-0.80902314
-0.8090221,-0.5877782
-0.9510557,-0.30901948
-1.0,-1.3927388e-05
-0.9510549,0.309022
-0.8090205,0.58778036
-0.58777463,0.80902475
-0.30901524,0.9510571
-9.472933e-06,1.0
0.30902624,0.9510535
0.587784,0.80901796
0.80900943,0.5877957
0.95105845,0.309011
1.0,5.018478e-06
0.9510521,-0.30903047
0.80901533,-0.58778757
0.5877921,-0.80901206
0.30900678,-0.9510598
5.6402286e-07,-1.0
-0.3090057,-0.9510602
-0.5877912,-0.8090127
-0.8090146,-0.58778846
-0.9510612,-0.30900252
-1.0,3.8904323e-06
-0.9510588,0.30900994
-0.8090101,0.5877948
-0.5877849,0.80901724
-0.3090273,0.95105314
8.344888e-06,1.0
0.30901417,0.95105743
0.5877737,0.8090254
0.80901986,0.58778125
0.9510545,0.30902308
1.0,-1.2799343e-05
0.95105606,-0.3090184
0.8090228,-0.5877773
0.5877777,-0.8090225
0.30901885,-0.95105594
1.3263781e-05,-1.0
-0.30902264,-0.9510547
-0.5877809,-0.80902016
-0.8090251,-0.5877741
-0.9510573,-0.30901462
-1.0,-8.809326e-06
-0.9510533,0.30902687
-0.80901754,0.5877845
-0.58779514,0.8090098
-0.3090104,0.9510587
-4.3548703e-06,1.0
0.30903113,0.95105195
0.5877881,0.8090149
0.8090124,0.58779156
0.95106006,0.30900612
1.0,-9.958475e-08
0.95106,-0.30900633
0.8090123,-0.58779174
0.5877879,-0.80901504
0.30903092,-0.951052
-4.55404e-06,-1.0
-0.30901057,-0.9510586
-0.5877953,-0.8090097
-0.80901766,-0.58778435
-0.9510534,-0.3090267
-1.0,9.008495e-06
-0.95105726,0.3090148
-0.809025,0.5877742
-0.5877807,0.8090203
-0.30902246,0.95105475
1.346295e-05,1.0
0.30901903,0.9510558
0.58777785,0.80902237
0.8090229,0.58777714
0.9510561,0.30901822
1.0,1.2600173e-05
0.95105445,-0.30902326
0.80901974,-0.5877814
0.58777356,-0.8090255
0.309014,-0.9510575
8.145718e-06,-1.0
-0.30902752,-0.9510531
-0.58778507,-0.8090171
-0.8090102,-0.5877946
-0.95105886,-0.30900973
-1.0,-3.6912627e-06
-0.9510611,0.30900273
-0.80901456,0.58778864
-0.587791,0.80901283
-0.3090055,0.95106024
7.6319236e-07,1.0
0.30900696,0.95105976
0.5877923,0.80901194
0.80901545,0.5877874
0.9510522,0.3090303
1.0,-5.2176474e-06
0.9510584,-0.3090112
0.8090093,-0.58779585
0.5877838,-0.809018
0.30902606,-0.95105356
-9.672102e-06,-1.0
-0.30901542,-0.951057
-0.58777475,-0.80902463
-0.80902064,-0.5877802
-0.95105493,-0.30902183
-1.0,1.4126557e-05
-0.95105565,0.30901965
-0.809022,0.5877784
-0.5877766,0.80902326
-0.3090176,0.9510563
-1.1936565e-05,1.0
0.30902392,0.9510543
0.58778197,0.8090194
0.8090259,0.587773
0.9510577,0.30901334
1.0,7.48211e-06
0.9510529,-0.30902815
0.80901676,-0.5877856
0.58779407,-0.80901057
0.3090091,-0.9510591
3.027655e-06,-1.0
-0.30900335,-0.95106095
-0.5877892,-0.80901414
-0.8090132,-0.5877905
-0.9510605,-0.30900487
-1.0,1.4267999e-06
-0.9510596,0.30900759
-0.8090115,0.5877928
-0.58778685,0.8090158
-0.30902967,0.9510524
5.881255e-06,1.0
0.30901182,0.9510582
0.5877964,0.8090089
0.80901843,0.5877833
0.9510538,0.30902544
1.0,-1.033571e-05
0.95105684,-0.30901605
0.8090242,-0.5877753
0.58777964,-0.80902106
0.30902117,-0.95105517
-1.4790166e-05,-1.0
-0.3090203,-0.95105547
-0.5877789,-0.8090216
-0.8090237,-0.58777606
-0.95105654,-0.30901694
-1.0,-1.1272958e-05
-0.95105404,0.30902454
-0.80901897,0.5877825
-0.58779716,0.80900836
-0.3090127,0.9510579
-6.8185027e-06,1.0
0.30902877,0.95105267
0.58778614,0.80901635
0.809011,0.5877935
0.9510593,0.30900848
1.0,2.3640475e-06
0.9510608,-0.30900398
0.8090137,-0.5877897
0.58778995,-0.8090136
0.30900425,-0.95106065
-2.0904076e-06,-1.0
-0.3090082,-0.95105934
-0.58779335,-0.8090111
-0.8090162,-0.5877863
-0.9510526,-0.30902904
-1.0,6.5448626e-06
-0.951058,0.30901244
-0.80900854,0.5877969
-0.58778274,0.80901885
-0.30902478,0.951054
1.0999318e-05,1.0
0.3090167,0.9510566
0.5877758,0.80902386
0.8090214,0.5877791
0.95105535,0.30902055
1.0,1.5063805e-05
0.9510552,-0.30902094
0.80902123,-0.58777946
0.5877755,-0.80902404
0.30901632,-0.9510567
1.060935e-05,-1.0
-0.30902517,-0.95105386
-0.58778304,-0.8090186
-0.8090087,-0.5877966
-0.9510581,-0.3090121
-1.0,-6.154895e-06
-0.9510525,0.3090294
-0.809016,0.5877867
-0.587793,0.80901134
-0.30900785,0.95105946
-1.70044e-06,1.0
0.3090046,0.95106053
0.58779025,0.80901337
0.80901396,0.5877894
0.9510609,0.30900362
1.0,-2.7540152e-06
0.95105916,-0.30900884
0.80901074,-0.5877939
0.5877858,-0.8090166
0.3090284,-0.9510528
-7.2084704e-06,-1.0
-0.3090131,-0.9510578
-0.58779746,-0.8090081
